Curso,Professor,Projeto,Resumo
Engenharia de Computação (Bacharelado),ANDRE RAUBER DU BOIS,ExpPC Explorando o Pensamento Computacional para a Qualificação do Ensino Fundamental,"Este projeto tem como objetivo geral sensibilizar a rede de ensino para a relevância do ensino dos fundamentos da Ciência da Computação desde a Educação Fundamental. São objetivos específicos:
 - Introduzir alunos e professores do Ensino Fundamental ao processo de solução de problemas denominado Pensamento Computacional;
- Criar oficinas completas para o desenvolvimento de habilidades e a promoção de atitudes essenciais do PC;
- Propor uma metodologia adequada para o desenvolvimento do Pensamento Computacional em escolas do Ensino Fundamental da cidade de Pelotas, considerando as particularidades da rede de ensino municipal e a realidade dos estudantes;
- Qualificar a formação dos estudantes de graduação e pós-graduação envolvidos no projeto;
- Integrar a comunidade e a universidade."
Engenharia de Computação (Bacharelado),BERNARDO BARANCELLI SCHWEDERSKY,Desenvolvimento de Abordagens de Controle Avançado com Modelos Neurais,"O objetivo deste projeto é estudar, desenvolver e validar abordagens de controle preditivo baseado em modelo e controle adaptativo, utilizando redes neurais artificiais recorrentes como modelo de predição."
Engenharia de Computação (Bacharelado),BRENDA SALENAVE SANTANA,Análise de Sentimento Baseada em Aspectos Usando Aprendizado Profundo: uma Proposta Aplicada a Língua Portuguesa,"O objetivo geral deste trabalho é propor (definir, implementar e avaliar) um novo método de Análise de Sentimento em Nível de Aspectos para documentos opinativos escritos em Língua Portuguesa utilizando Aprendizado Profundo."
Engenharia de Computação (Bacharelado),BRENDA SALENAVE SANTANA,Detecção de Narrativas Ligadas à Disseminação de Discursos de Ódio no Português Brasileiro através do uso de indicares linguísticos,"Buscando endereçar as problemáticas levantadas, este projeto de pesquisa tem por finalidade promover o estudo e desenvolvimento de técnicas para auxiliar a mitigar a cultura de violência online que vem se instaurando e trazendo implicações que refletem em nosso cotidiano através  de discursos de ódio disseminados em fóruns. Dessa forma, visando prover soluções computacionais de maior efetividade em detectar e mitigar este tipo de conteúdo, este projeto está organizado de modo a alcançar alguns objetivos-chave."
Engenharia de Computação (Bacharelado),BRENDA SALENAVE SANTANA,UFPel convida: uma jornada pela educação superior,"O principal objetivo da Mostra de Cursos e do Mundo UFPel é promover a visibilidade e divulgação dos cursos de graduação oferecidos pela UFPel, tanto para a comunidade acadêmica quanto para as escolas de Ensino Médio da região. Apresentando e divulgando os Cursos de Graduação da UFPel junto à comunidade e Escolas de Ensino Médio espera-se que um número de interessados nos cursos participem dos processos seletivos e matriculem-se junto à Instituição de ensino. Além disso, almeja-se consolidar um espaço permanente e anual de divulgação dos Cursos de Graduação da UFPel. Tanto a Mostra de Cursos como o Mundo UFPel buscam estabelecer-se como evento anual que serve como espaço contínuo de divulgação dos cursos da universidade, contribuindo para a promoção da educação superior.
"
Engenharia de Computação (Bacharelado),BRENDA SALENAVE SANTANA,"Estudo, prevenção e mitigação de cibercrimes no ambiente universitário","O objetivo geral desse projeto é aumentar a conscientização e a capacidade de prevenção e resposta a cibercrimes, promovendo uma segurança digital entre a comunidade da UFPel. Para atingir esse objetivo, serão implementadas diversas ações estratégicas."
Engenharia de Computação (Bacharelado),BRENDA SALENAVE SANTANA,"Laboratório de Ensino, Pesquisa e Produção em Antropologia da Imagem e do Som - LEPPAIS","Fornecer as condições estruturais, humanas, técnicas, teóricas e metodológicas para a exploração de recursos, linguagens e percepções visuais e audiovisuais em pesquisas sociais, assim como subsidiar a elaboração de produtos para a restituição de resultados de pesquisas acadêmcias aos diversos segmentos da sociedade.
"
Engenharia de Computação (Bacharelado),BRENDA SALENAVE SANTANA,Hut8 - Empresa Junior de Computação,"O propósito deste Projeto é estabelecer mecanismos de interação, supervisão e avaliação da Empresa Junior da Computação da Universidade Federal de Pelotas, efetivamente vinculando esta à Universidade e em particular aos cursos de Ciência da Computação e Engenharia de Computação e garantindo o apoio aos processos inerentes à Empresa de forma a incentivar o empreendedorismo e o pensamento inovador que conectem o ambiente acadêmico ao meio empresarial e industrial. Estabelece-se como objetivos acadêmicos da Empresa Junior, no contexto deste projeto:

- Desenvolver um ambiente propício à experiência de atividades ligadas ao empreendedorismo, troca e aplicação de conhecimentos técnico-científicos;
- Fornecer acesso à comunidade a conhecimentos obtidos e desenvolvidos na área de Computação da Universidade."
Engenharia de Computação (Bacharelado),BRUNO ZATT,Otimizações Algorítmicas e Projeto de Hardware Dedicado para a Compressão de Vídeo em Dispositivos Móveis ,"Este projeto tem como objetivo principal o desenvolvimento de algoritmos otimizados e de arquiteturas de hardware dedicadas de alto desempenho e de baixo consumo para a codificação de vídeo digital de ultra alta resolução em tempo real em dispositivos móveis, com foco nos novos codificadores de vídeo AV1 e VVC.  Devido à crescente demanda pelo processamento de vídeo de alta resolução em dispositivos móveis, seja para captação, armazenamento, transmissão ou reprodução em tempo real, o cenário atual proporciona amplo espaço de trabalho para pesquisas nesta área, onde as contribuições científicas podem ser aplicadas às novas gerações de dispositivos móveis comerciais que deverão possuir suporte a estes codificadores. 
Este trabalho investigará as principais inovações e as etapas críticas do processo de codificação dos codificadores AV1 e VVC (Versatile Video Coding), para o projeto eficiente de hardware de alto desempenho e baixo consumo para atender às demandas do projeto voltado à aplicação em dispositivos móveis. O projeto eficiente de hardware para a codificação de vídeo requer a aplicação de otimizações e simplificações em diferentes níveis, desde a aplicação até o projeto arquitetural e físico. Neste trabalho, novos algoritmos e otimizações/simplificações dos algoritmos existentes nos codificadores AV1 e VVC serão propostas, sempre com foco na obtenção de algoritmos mais eficientes para a implementação em hardware. Além disso, o projeto arquitetural também explorará diversas técnicas para o projeto de circuitos VLSI de baixa potência."
Engenharia de Computação (Bacharelado),BRUNO ZATT,Codificação de Vídeo de Baixo Custo Computacional Auxiliada por Aprendizado de Máquina,"O objetivo principal deste projeto consiste no desenvolvimento de soluções inovadoras para a redução do custo computacional dos codificadores de vídeo estado-da-arte VVC e AV1 e de transcodificadores de vídeo que envolvem os novos formatos e seus antecessores HEVC e VP9, respectivamente. As estratégias propostas serão focadas em otimizações algorítmicas baseadas em modelos computacionais construídos através de técnicas de aprendizado de máquina. As soluções deverão se concentrar nas etapas mais custosas dos processos de codificação, sempre buscando minimizar o custo computacional sem causar perdas significativas na eficiência de codificação. "
Engenharia de Computação (Bacharelado),BRUNO ZATT,Exploração de Computação Aproximada e Armazenamento Aproximado para Sistemas de Codificação de Vídeo Energeticamente Eficientes," principal objetivo deste projeto é gerar contribuições científicas para a redução do consumo de energia em sistemas de codificação de vídeo considerando duas abordagens principais: (1) utilização de computação aproximada no desenvolvimento algoritmos e arquiteturas de hardware dedicadas para as principais etapas presentes em codificadores de vídeo modernos; e (2) utilização de armazenamento aproximado no projeto de memórias dedicadas para sistemas de codificação de vídeos. Além de serem energeticamente eficientes, as soluções desenvolvidas neste projeto não devem comprometer a alta eficiência de codificação proporcionada por codificadores de vídeos atuais, ou seja, baixa taxa de bits e alta qualidade visual.
Outro objetivo deste projeto é na linha de formação de recursos humanos capacitados para realizar pesquisa e desenvolver soluções para a redução do consumo de energia em sistemas de codificação de vídeo. Alunos de iniciação científica, mestrado e doutorado irão participar no desenvolvimento das diversas etapas propostas neste projeto. Nesse sentido, trabalhos de conclusão de curso, dissertações de mestrado e teses de doutorado serão focadas nos objetivos deste projeto.
Finalmente, o projeto também tem como objetivo aumentar a qualidade da pesquisa que é realizada nas áreas de microeletrônica e codificação de vídeo nos grupos de pesquisa Video Technology Research Group (ViTech) e Grupo de Arquiteturas e Circuitos Integrados (GACI) da UFPel. Além disso, contribuir com a pesquisa realizada no Centro de Engenharias e no Programa de Pós-Graduação em Computação (PPGC) da UFPel, da qual este coordenador é membro permanente."
